City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
355,Makurdi,7.7411,8.5121,86.27,47,86,3.98,NG,1616521602
356,Bathsheba,13.2167,-59.5167,84.2,51,20,23.02,BB,1616521602
357,Esil,51.9556,66.4042,7.18,98,65,6.58,KZ,1616521603
358,Vienna,48.2085,16.3721,45.0,65,20,14.97,AT,1616521603
359,Beloha,-25.1667,45.05,72.64,81,57,4.97,MG,1616521603
360,Alamosa,37.4695,-105.87,39.2,48,75,6.44,US,1616521604
361,Port Victoria,0.0939,33.9756,76.59,64,80,5.97,KE,1616521604
362,Hartford,41.7668,-72.7662,64.99,42,1,3.44,US,1616521513
363,North Bend,43.4065,-124.2243,48.99,87,1,8.28,US,1616521604
364,Clarence Town,-32.5833,151.7833,69.8,83,49,16.11,AU,1616521604
365,Van Buren,35.4368,-94.3483,60.01,67,75,17.27,US,1616521570
366,Sawākin,19.1059,37.3321,81.55,66,5,8.21,SD,1616521605
367,Atar,20.5169,-13.0499,92.53,9,7,11.32,MR,1616521605
368,Wasilla,61.5814,-149.4394,24.01,58,90,1.19,US,1616521605
369,Longkou,37.6508,120.3286,48.92,57,17,13.98,CN,1616521606
370,Chernyshevskiy,63.0128,112.4714,-10.21,100,100,1.57,RU,1616521606
371,Mehamn,71.0357,27.8492,32.0,93,90,34.52,NO,1616521606
372,Puerto Escondido,15.85,-97.0667,86.0,79,1,10.36,MX,1616521606
373,Sioux Lookout,50.1001,-91.917,42.8,36,90,4.61,CA,1616521364
374,Oranjemund,-28.55,16.4333,67.78,76,1,3.91,NA,1616521607
375,Dedza,-14.3779,34.3332,58.95,97,94,2.62,MW,1616521607
376,Amarante,-6.2411,-42.8547,86.13,65,95,2.17,BR,1616521607
377,Necochea,-38.5473,-58.7368,81.0,42,0,3.0,AR,1616521608
378,Grand Gaube,-20.0064,57.6608,81.0,83,7,1.99,MU,1616521608
379,Saldanha,-33.0117,17.9442,89.6,20,7,8.05,ZA,1616521608
380,Arlit,18.7369,7.3853,89.01,5,28,11.18,NE,1616521609
381,Waipawa,-41.4122,175.5153,53.6,94,1,6.91,NZ,1616521609
382,Nanhai,30.1282,111.7784,50.0,81,0,6.51,CN,1616521609
383,Darhan,49.4867,105.9228,29.39,78,68,7.67,MN,1616521610
384,Malmesbury,-33.4608,18.7271,78.01,61,1,7.56,ZA,1616521610
385,Khandyga,62.6667,135.6,-12.95,99,100,1.32,RU,1616521610
386,Shirokiy,49.758,129.523,16.02,65,5,3.83,RU,1616521610
387,Banda Aceh,5.5577,95.3222,80.35,75,75,7.99,ID,1616521611
388,Huarmey,-10.0681,-78.1522,76.96,69,97,12.5,PE,1616521611
389,Laas,46.6166,10.7002,59.0,48,0,5.75,IT,1616521611
390,Santa Cruz de La Palma,28.6835,-17.7642,68.0,52,20,9.22,ES,1616521611
391,Salé,34.0389,-6.8166,64.4,52,0,6.91,MA,1616521612
392,Garh Maharaja,30.8339,71.9053,64.58,68,68,13.04,PK,1616521612
393,Mount Isa,-20.7333,139.5,77.0,83,75,5.75,AU,1616521612
394,Emerald,-23.5333,148.1667,78.8,89,90,4.61,AU,1616521612
395,Charters Towers,-20.1,146.2667,76.24,81,81,2.91,AU,1616521613
396,Egvekinot,66.3167,-179.1667,7.47,95,100,10.29,RU,1616521613
397,Auki,-8.7676,160.7034,76.98,87,71,3.44,SB,1616521613
398,Dawson Creek,55.7666,-120.2362,21.2,79,75,5.75,CA,1616521614
399,Hasaki,35.7333,140.8333,41.0,87,20,1.14,JP,1616521614
400,El Batey,19.7667,-70.5167,82.4,78,20,11.5,DO,1616521614
401,Muscat,23.6139,58.5922,78.8,50,0,3.44,OM,1616521614
402,Tolmin,46.183,13.7332,43.0,46,88,2.91,SI,1616521615
403,Harindānga,22.0383,88.3214,84.2,48,8,14.67,IN,1616521615
404,Morgan City,29.6994,-91.2068,60.8,100,90,3.44,US,1616521615
405,Savonlinna,61.8699,28.88,35.6,80,0,11.5,FI,1616521616
406,Novobiryusinskiy,56.9578,97.7076,28.92,91,98,6.02,RU,1616521616
407,Bishnupur,23.0833,87.3167,82.51,40,25,5.75,IN,1616521616
408,Polunochnoye,60.8697,60.4153,16.45,94,87,4.74,RU,1616521617
409,Paamiut,61.994,-49.6678,19.49,66,100,11.34,GL,1616521617
410,Nzega,-2.479,29.5564,57.88,93,87,2.15,RW,1616521617
411,Çubuk,40.2386,33.0322,37.4,81,75,13.8,TR,1616521618
412,Pathein,16.7833,94.7333,76.86,80,3,5.44,MM,1616521468
413,Palana,59.1167,159.9667,4.73,73,100,30.94,RU,1616521618
414,Sinnamary,5.3833,-52.95,78.31,87,99,10.38,GF,1616521618
415,Aklavik,68.2191,-135.0107,-7.6,71,40,18.41,CA,1616521619
416,Panjāb,34.388,67.0233,18.9,83,6,4.16,AF,1616521619
417,Dawlatabad,36.4141,64.9053,60.55,57,85,6.64,AF,1616521619
418,Morondava,-20.2833,44.2833,81.61,77,0,11.14,MG,1616521619
419,Chu,43.5983,73.7614,40.64,76,99,4.56,KZ,1616521620
420,Mitú,1.1983,-70.1733,72.73,95,100,2.75,CO,1616521620
421,Tilichiki,60.4667,166.1,11.41,92,100,5.21,RU,1616521620
422,Talcahuano,-36.7167,-73.1167,68.0,60,0,12.66,CL,1616521620
423,Whitianga,-36.8333,175.7,55.0,94,8,1.01,NZ,1616521621
424,Kemijärvi,66.7131,27.4306,34.83,79,100,10.74,FI,1616521621
425,Manzhouli,49.6,117.4333,27.64,71,32,7.56,CN,1616521621
426,Los Llanos de Aridane,28.6585,-17.9182,68.0,52,20,9.22,ES,1616521622
427,Ketchikan,55.3422,-131.6461,41.0,100,90,17.27,US,1616521622
428,Kärdla,58.9978,22.7492,42.8,65,0,5.75,EE,1616521622
429,Spišská Nová Ves,48.9446,20.5615,33.01,86,75,13.8,SK,1616521622
430,Port Blair,11.6667,92.75,82.08,76,96,4.0,IN,1616521623
431,Khatanga,71.9667,102.5,-12.89,93,100,3.96,RU,1616521623
432,Ambilobe,-13.2,49.05,74.28,96,82,3.31,MG,1616521623
433,Deputatsky,69.3,139.9,-19.68,95,100,4.65,RU,1616521623
434,Capinópolis,-18.6819,-49.5697,88.95,34,98,4.7,BR,1616521624
435,Bam,29.106,58.357,74.8,12,69,8.03,IR,1616521624
436,Lamballe,48.4676,-2.5144,57.2,47,0,5.75,FR,1616521624
437,Umluj,25.0213,37.2685,86.83,30,5,23.91,SA,1616521625
438,Fandriana,-20.2333,47.3833,64.24,94,100,1.92,MG,1616521625
439,Mattawa,46.7379,-119.9028,50.0,43,1,1.12,US,1616521625
440,Copiapó,-27.3667,-70.3333,69.8,56,0,12.66,CL,1616521514
441,Barra do Garças,-15.89,-52.2567,86.0,58,75,2.3,BR,1616521625
442,Marck,50.949,1.9433,52.0,47,51,1.99,FR,1616521626
443,Dvinskoy,62.1535,45.1175,22.64,91,87,7.09,RU,1616521626
444,Indianola,41.3581,-93.5574,51.01,87,90,12.66,US,1616521626
445,Bajil,15.0584,43.2851,83.43,45,2,6.11,YE,1616521627
446,Strezhevoy,60.7333,77.5889,21.2,63,0,6.71,RU,1616521627
447,Ballina,-28.8667,153.5667,71.01,100,35,9.31,AU,1616521627
448,Jumla,29.2747,82.1838,43.3,78,66,5.19,NP,1616521628
449,San Cristobal,7.7669,-72.225,84.2,65,40,6.91,VE,1616521628
450,Valparaíso,-33.0393,-71.6273,66.2,72,0,10.36,CL,1616521628
451,Alekseyevskaya,50.2896,42.1845,33.01,88,100,7.0,RU,1616521629
452,Taos,36.4072,-105.5731,44.01,26,1,3.44,US,1616521629
453,Bandar-e Lengeh,26.5579,54.8807,75.2,83,5,3.27,IR,1616521629
454,Taganak,6.0833,118.3,78.8,94,20,2.3,PH,1616521629
455,Taunggyi,20.7833,97.0333,65.62,43,0,3.51,MM,1616521630
456,Conceição da Barra,-18.5933,-39.7322,84.18,58,12,8.21,BR,1616521630
457,Nesebar,42.7833,27.7333,37.4,70,20,10.36,BG,1616521630
458,Muli,2.9167,73.5667,81.21,74,37,3.02,MV,1616521630
459,Byron Bay,-28.65,153.6167,73.0,100,39,8.55,AU,1616521631
460,Bonavista,48.6499,-53.1147,59.0,23,2,12.66,CA,1616521631
461,Kidal,18.4411,1.4078,89.29,5,55,13.8,ML,1616521631
462,Manokwari,-0.8667,134.0833,78.55,77,96,3.58,ID,1616521632
463,Itarema,-2.9248,-39.9167,83.23,69,38,10.02,BR,1616521632
464,Alyangula,-13.8483,136.4192,81.82,82,100,10.33,AU,1616521632
465,Makaha,21.4694,-158.2175,69.8,100,40,4.61,US,1616521632
466,Wałcz,53.2779,16.4712,42.01,73,100,3.0,PL,1616521633
467,Tay Ninh,11.3,106.1,83.19,57,99,5.66,VN,1616521633
468,Merrill,45.1805,-89.6835,62.6,48,75,11.5,US,1616521633
469,Hvide Sande,56.0045,8.1294,42.01,83,27,12.97,DK,1616521634
470,Nioro,13.35,-15.75,98.35,10,82,5.99,GM,1616521634
471,Jalingo,8.8833,11.3667,89.38,43,77,4.61,NG,1616521634
472,Esim,4.8699,-2.2405,81.14,79,99,9.28,GH,1616521634
473,Mukhen,48.1,136.1,17.78,77,37,5.93,RU,1616521635
474,Severobaykal'sk,55.65,109.3167,17.64,95,96,3.47,RU,1616521635
475,Najrān,17.4924,44.1277,78.8,13,0,4.61,SA,1616521635
476,Valle Nacional,17.7833,-96.3167,100.2,24,0,5.53,MX,1616521636
477,Bambanglipuro,-7.95,110.2833,77.88,85,100,5.28,ID,1616521636
478,Bereket,39.2446,55.5154,61.81,50,8,7.78,TM,1616521636
479,Abhā,18.2164,42.5053,69.8,56,0,10.36,SA,1616521409
480,Mount Gambier,-37.8333,140.7667,60.8,94,75,12.66,AU,1616521636
481,The Pas,53.8251,-101.2541,1.4,55,1,9.22,CA,1616521484
482,Vila do Maio,15.1333,-23.2167,75.2,57,40,20.71,CV,1616521637
483,León,21.1167,-101.6667,73.4,17,1,11.9,MX,1616521345
484,Waddān,29.1614,16.139,60.75,25,5,17.05,LY,1616521637
485,Mayumba,-3.432,10.6554,78.91,80,100,4.34,GA,1616521637
486,Mariehamn,60.0973,19.9348,39.2,75,0,4.61,AX,1616521638
487,Zhuji,29.7188,120.2423,59.0,55,40,6.71,CN,1616521638
488,Paraíso,9.8383,-83.8656,82.4,50,0,11.5,CR,1616521638
489,Sonoita,31.85,-112.8333,64.0,27,0,7.0,MX,1616521639
490,Bahía de Caráquez,-0.6,-80.4167,80.6,69,40,10.36,EC,1616521639
491,Napier City,-39.4833,176.9167,48.99,92,3,4.56,NZ,1616521639
492,Morón,-34.6534,-58.6198,78.01,47,40,3.44,AR,1616521640
493,Henties Bay,-22.116,14.2845,64.0,90,2,5.99,NA,1616521640
494,Rwamagana,-1.9487,30.4347,69.8,73,75,6.91,RW,1616521640
495,Trairi,-3.2778,-39.2689,82.98,69,45,7.92,BR,1616521641
496,Sola,-13.8833,167.55,80.46,72,15,6.33,VU,1616521641
497,Varkala,8.7341,76.7067,86.0,66,40,2.3,IN,1616521641
498,Ostrovnoy,68.0531,39.5131,30.87,87,89,19.26,RU,1616521641
499,Eidfjord,60.4675,7.0719,42.69,95,98,4.85,NO,1616521642
500,Walvis Bay,-22.9575,14.5053,69.8,64,27,9.22,NA,1616521642
501,Marathon,44.9,-89.7668,62.6,42,1,13.8,US,1616521597
502,Caravelas,-17.7125,-39.2481,83.98,59,5,8.99,BR,1616521642
503,Krasnoyarskiy,51.965,59.8967,17.89,95,90,8.03,RU,1616521643
504,Nortelândia,-14.4547,-56.8028,88.63,50,22,4.16,BR,1616521643
505,San Policarpo,12.1791,125.5072,79.7,83,94,14.58,PH,1616521643
506,Lady Frere,-31.7031,27.2329,58.33,81,18,4.72,ZA,1616521644
507,Rocha,-34.4833,-54.3333,74.26,61,62,5.1,UY,1616521526
508,Ambulu,-8.345,113.6058,76.89,88,99,2.44,ID,1616521644
509,Vestmanna,62.1564,-7.1664,46.4,93,75,27.63,FO,1616521644
510,Requena,39.4883,-1.1004,59.0,67,0,8.05,ES,1616521645
511,Bend,44.0582,-121.3153,39.2,48,1,4.61,US,1616521645
512,Kloulklubed,7.0419,134.2556,78.8,89,75,6.91,PW,1616521645
513,Labuhan,-6.8844,112.2051,78.15,87,96,5.99,ID,1616521645
514,Laguna,38.421,-121.4238,59.0,38,1,24.16,US,1616521646
515,Saint-Augustin,51.226,-58.6502,38.91,99,92,10.56,CA,1616521646
516,Thinadhoo,0.5333,72.9333,83.39,67,54,5.3,MV,1616521646
517,Orange Cove,36.6244,-119.3137,51.01,76,29,4.0,US,1616521646
518,Xining,36.6167,101.7667,39.83,24,49,1.97,CN,1616521647
519,Libenge,3.65,18.6333,83.37,48,58,0.54,CD,1616521647
520,Bāsudebpur,21.1353,86.7386,77.32,67,17,9.31,IN,1616521647
521,Genhe,50.7833,121.5167,13.23,99,89,1.79,CN,1616521648
522,Beringovskiy,63.05,179.3167,27.52,86,86,13.98,RU,1616521648
523,Lodwar,3.1191,35.5973,89.98,31,100,20.65,KE,1616521648
524,Córdoba,-31.4135,-64.1811,80.01,53,20,12.66,AR,1616521351
525,The Valley,18.217,-63.0578,86.0,74,20,11.5,AI,1616521424
526,Petatlán,17.5167,-101.2667,82.4,61,1,6.96,MX,1616521648
527,Āron,24.3833,77.4167,77.43,35,57,5.59,IN,1616521649
528,Chaman,30.9236,66.4512,59.13,32,1,3.83,PK,1616521649
529,Nobres,-14.7203,-56.3275,86.95,57,50,5.48,BR,1616521649
530,Freeport,40.6576,-73.5832,64.0,55,1,6.91,US,1616521458
531,Kahului,20.8947,-156.47,72.0,100,1,4.61,US,1616521650
532,Tual,-5.6667,132.75,83.68,72,73,5.23,ID,1616521650
533,Tuatapere,-46.1333,167.6833,53.01,98,100,2.66,NZ,1616521650
534,Alice Town,25.7167,-79.3,70.25,58,0,5.7,BS,1616521651
535,Kushālgarh,23.199,74.4507,83.32,20,7,11.83,IN,1616521651
536,Shestakovo,56.4915,103.96,29.75,94,100,10.11,RU,1616521651
537,Korla,41.7597,86.1469,51.57,35,99,3.13,CN,1616521651
538,Ialibu,-6.2821,143.9935,55.99,99,100,2.28,PG,1616521652
539,Matagami,49.7502,-77.6328,42.8,42,1,4.61,CA,1616521652
540,Belozërskoye,55.8214,65.5842,13.95,96,44,7.99,RU,1616521652
541,High Level,58.5169,-117.136,5.0,78,40,3.22,CA,1616521496
542,Taoudenni,22.6783,-3.9836,80.94,8,2,13.78,ML,1616521653
543,Semnan,35.5729,53.3971,64.69,32,100,2.8,IR,1616521653
544,Praia,14.9215,-23.5087,75.2,57,40,20.71,CV,1616521653
545,Río Gallegos,-51.6226,-69.2181,55.4,44,90,28.77,AR,1616521653
546,Nsanje,-16.92,35.262,72.48,98,100,4.76,MW,1616521654
547,Kaiwaka,-36.1667,174.45,51.01,93,3,2.55,NZ,1616521654
548,Sur,22.5667,59.5289,78.76,47,0,12.12,OM,1616521654
549,Antalaha,-14.9003,50.2788,77.29,87,87,2.48,MG,1616521654
550,Yangi Marg`ilon,40.4272,71.7189,50.0,71,100,4.61,UZ,1616521655
551,Kapoeta,4.7717,33.5903,89.69,24,99,6.64,SS,1616521655
552,Tālbahat,25.05,78.4333,76.41,35,83,9.15,IN,1616521655
553,Luba,3.4568,8.5547,84.2,79,20,9.22,GQ,1616521656
554,Sistranda,63.7256,8.834,46.4,81,75,10.36,NO,1616521656
555,Kismayo,-0.3582,42.5454,80.82,80,36,12.86,SO,1616521656
556,Lubbock,33.6001,-101.8338,53.6,54,20,8.28,US,1616521554
